StimNum,Key,KeyNum,Symb,Symb_R,Symb_G,X_pos,Y_pos,Hand,Sound_P,Sound_N,Beep,Import_Stim.thisRepN,Import_Stim.thisTrialN,Import_Stim.thisN,Import_Stim.thisIndex,RT_Hand_Bool.thisRepN,RT_Hand_Bool.thisTrialN,RT_Hand_Bool.thisN,RT_Hand_Bool.thisIndex,TR_Hand_Bool.thisRepN,TR_Hand_Bool.thisTrialN,TR_Hand_Bool.thisN,TR_Hand_Bool.thisIndex,CR_Old_Bool.thisRepN,CR_Old_Bool.thisTrialN,CR_Old_Bool.thisN,CR_Old_Bool.thisIndex,TR_Old_Pre_Bool.thisRepN,TR_Old_Pre_Bool.thisTrialN,TR_Old_Pre_Bool.thisN,TR_Old_Pre_Bool.thisIndex,RT_Bool.thisRepN,RT_Bool.thisTrialN,RT_Bool.thisN,RT_Bool.thisIndex,TR_Old_Post_Bool.thisRepN,TR_Old_Post_Bool.thisTrialN,TR_Old_Post_Bool.thisN,TR_Old_Post_Bool.thisIndex,CR_New_Bool.thisRepN,CR_New_Bool.thisTrialN,CR_New_Bool.thisN,CR_New_Bool.thisIndex,CR_Grp_Stop_Bool.thisRepN,CR_Grp_Stop_Bool.thisTrialN,CR_Grp_Stop_Bool.thisN,CR_Grp_Stop_Bool.thisIndex,CR_New_Iter_Stop.thisRepN,CR_New_Iter_Stop.thisTrialN,CR_New_Iter_Stop.thisN,CR_New_Iter_Stop.thisIndex,symb_map,symb_remap,Remap_Pair_1,Remap_Pair_2,Instr_Exp_Text.started,Instr_Exp_Text.stopped,Instr_Exp_Key.keys,Instr_Exp_Key.rt,Instr_Exp_Key.started,Instr_Exp_Key.stopped,Instr_CR_New_Text.started,Instr_CR_New_Text.stopped,Instr_CR_New_Press.keys,Instr_CR_New_Press.rt,Instr_CR_New_Press.started,Instr_CR_New_Press.stopped,Pre_Trial_Rec_Frame.started,Pre_Trial_Rec_Frame.stopped,stim_val,proposed_choice,key_num,stim_type,key,block_type,remap,repeat_count,trial_Count,grp_stop,grp_swap,block_num,prep_time,session,actual_press,rt,actual_choice,correct,RT_Rec_Frame_Stop.started,RT_Rec_Frame_Stop.stopped,RT_Stim_Image_Stop.started,RT_Stim_Image_Stop.stopped,RT_Press_Stop.keys,RT_Press_Stop.corr,RT_Press_Stop.rt,RT_Press_Stop.started,RT_Press_Stop.stopped,CR_Feedback_Coin_Old.started,CR_Feedback_Coin_Old.stopped,RT_Rec_Frame_Feedback.started,RT_Rec_Frame_Feedback.stopped,RT_Feedback_Image.started,RT_Feedback_Image.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,32.471238299971446,None,media/dinb.png,2,2,Symb,i,CR,1,4,4,1,0,1,99,1,a,99,8,1,32.67949799995404,34.656627299962565,32.67949799995404,None,None,0,,32.67949799995404,None,34.7397128599463,None,34.73050319997128,35.03917989996262,34.73050319997128,35.03917989996262,1,1,2021_Jan_31_1755,Prep_vs_Init,2020.1.3,60.00308416803998,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,10,0,10,0,,,,,,,,,,,,,,,,,35.202118000015616,None,media/dcnb.png,5,1,Symb,u,CR,1,0,5,1,0,1,99,1,a,99,8,1,35.41297089995351,37.405822000000626,35.41297089995351,None,None,0,,35.41297089995351,None,37.47219936000183,None,37.46254079998471,37.77265269996133,37.46254079998471,37.77265269996133,1,1,2021_Jan_31_1755,Prep_vs_Init,2020.1.3,60.00308416803998,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,11,0,11,0,,,,,,,,,,,,,,,,,37.94355339999311,None,media/dnnb.png,1,1,Symb,u,CR,1,0,6,1,0,1,99,1,u,1.812893099966459,1,1,38.16145450004842,None,38.16145450004842,None,u,1,1.812893099966459,38.16145450004842,None,40.03979166001081,None,40.032812700024806,40.339025900000706,40.032812700024806,40.339025900000706,1,1,2021_Jan_31_1755,Prep_vs_Init,2020.1.3,60.00308416803998,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,12,0,12,0,,,,,,,,,,,,,,,,,40.49401499994565,None,media/dgnb.png,3,3,Symb,l,CR,1,0,7,1,0,1,99,1,a,99,8,1,40.722137599950656,42.70542629994452,40.722137599950656,None,None,0,,40.722137599950656,None,42.738614979945126,None,42.743557299952954,43.05733780004084,42.743557299952954,43.05733780004084,1,1,2021_Jan_31_1755,Prep_vs_Init,2020.1.3,60.00308416803998,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,13,0,13,0,,,,,,,,,,,,,,,,,43.21707090002019,None,media/dfnb.png,6,2,Symb,i,CR,1,0,8,1,0,1,99,1,a,99,8,0,43.445695900009014,45.44020750001073,43.445695900009014,None,None,0,,43.445695900009014,None,45.506584860011934,None,45.497458899975754,None,45.497458899975754,None,1,1,2021_Jan_31_1755,Prep_vs_Init,2020.1.3,60.00308416803998,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,14,0,14,0,,,,,,,,,,,,,,,,,46.56169030000456,None,media/dfnb.png,6,2,Symb,i,CR,1,1,8,1,0,1,99,1,i,1.7822120999917388,2,1,46.792146599967964,None,46.792146599967964,None,i,1,1.7822120999917388,46.792146599967964,None,48.62322211994324,None,48.62298810004722,48.92290620005224,48.62298810004722,48.92290620005224,1,1,2021_Jan_31_1755,Prep_vs_Init,2020.1.3,60.00308416803998,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,15,0,15,0,,,,,,,,,,,,,,,,,49.106949600041844,None,media/djnb.png,0,0,Symb,h,CR,1,0,9,1,0,1,99,1,a,99,8,1,49.32843750005122,51.322836600011215,49.32843750005122,None,None,0,,49.32843750005122,None,51.38921396001242,None,51.39136929996312,51.705516800051555,51.39136929996312,51.705516800051555,1,1,2021_Jan_31_1755,Prep_vs_Init,2020.1.3,60.00308416803998,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,16,0,16,0,,,,,,,,,,,,,,,,,51.880774099961855,None,media/djnb.png,0,0,Symb,h,CR,1,0,10,1,0,1,99,1,a,99,8,1,52.09590359998401,54.08912290004082,52.09590359998401,None,None,0,,52.09590359998401,None,54.13890592004173,None,54.14007970003877,54.43958100001328,54.14007970003877,54.43958100001328,1,1,2021_Jan_31_1755,Prep_vs_Init,2020.1.3,60.00308416803998,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,17,0,17,0,,,,,,,,,,,,,,,,,54.58326780004427,None,media/dmnb.png,7,3,Symb,l,CR,1,0,11,1,0,1,99,1,a,99,8,1,54.805491899955086,None,54.805491899955086,None,None,0,,54.805491899955086,None,56.838578119943854,None,56.82853049994446,57.13898749998771,56.82853049994446,57.13898749998771,1,1,2021_Jan_31_1755,Prep_vs_Init,2020.1.3,60.00308416803998,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,18,0,18,0,,,,,,,,,,,,,,,,,57.2893259000266,None,media/dnnb.png,1,1,Symb,u,CR,1,0,12,1,0,1,99,1,a,99,8,0,57.4922672000248,59.49035159999039,57.4922672000248,None,None,0,,57.4922672000248,None,59.5401346199913,None,59.53363890002947,None,59.53363890002947,None,1,1,2021_Jan_31_1755,Prep_vs_Init,2020.1.3,60.00308416803998,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,19,0,19,0,,,,,,,,,,,,,,,,,60.581044299993664,None,media/dnnb.png,1,1,Symb,u,CR,1,1,12,1,0,1,99,1,u,1.2129316999344155,1,1,60.80084469995927,None,60.80084469995927,None,u,1,1.2129316999344155,60.80084469995927,None,62.08927885999437,None,62.08241180004552,62.38975630002096,62.08241180004552,62.38975630002096,1,1,2021_Jan_31_1755,Prep_vs_Init,2020.1.3,60.00308416803998,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,20,0,20,0,,,,,,,,,,,,,,,,,62.5316931999987,None,media/dinb.png,2,2,Symb,i,CR,1,0,13,1,0,1,99,1,a,99,8,1,62.75578749994747,64.73947429994587,62.75578749994747,None,None,0,,62.75578749994747,None,64.78925731994677,None,64.78724139998667,65.08906000002753,64.78724139998667,65.08906000002753,1,1,2021_Jan_31_1755,Prep_vs_Init,2020.1.3,60.00308416803998,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,21,0,21,0,,,,,,,,,,,,,,,,,65.27604459994473,None,media/ddnb.png,4,0,Symb,h,CR,1,0,14,1,0,1,99,1,a,99,8,0,65.49496859998908,67.47375570004806,65.49496859998908,None,None,0,,65.49496859998908,None,67.55684745996258,None,67.5488280999707,None,67.5488280999707,None,1,1,2021_Jan_31_1755,Prep_vs_Init,2020.1.3,60.00308416803998,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,22,0,22,0,,,,,,,,,,,,,,,,,68.60261750000063,None,media/ddnb.png,4,0,Symb,h,CR,1,1,14,1,0,1,99,1,i,1.2528710999758914,2,0,68.81721030001063,None,68.81721030001063,None,i,0,1.2528710999758914,68.81721030001063,None,70.1403060599463,None,70.13919390004594,None,70.13919390004594,None,1,1,2021_Jan_31_1755,Prep_vs_Init,2020.1.3,60.00308416803998,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,23,0,23,0,,,,,,,,,,,,,,,,,71.17190429999027,None,media/ddnb.png,4,0,Symb,h,CR,1,2,14,1,0,1,99,1,a,99,8,0,71.38248380005825,73.37221009994391,71.38248380005825,None,None,0,,71.38248380005825,None,73.42199311994482,None,73.41418269998394,None,73.41418269998394,None,1,1,2021_Jan_31_1755,Prep_vs_Init,2020.1.3,60.00308416803998,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,24,0,24,0,,,,,,,,,,,,,,,,,74.45631160004996,None,media/ddnb.png,4,0,Symb,h,CR,1,3,14,1,0,1,99,1,h,0.31130569998640567,0,1,74.66212480003014,None,74.66212480003014,None,h,1,0.31130569998640567,74.66212480003014,None,75.02197752003558,None,75.01693789998535,75.32385589997284,75.01693789998535,75.32385589997284,1,1,2021_Jan_31_1755,Prep_vs_Init,2020.1.3,60.00308416803998,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,25,0,25,0,,,,,,,,,,,,,,,,,75.48375659994781,None,media/dgnb.png,3,3,Symb,l,CR,1,0,15,1,0,1,99,1,a,99,8,1,75.69888339994941,77.69000469997991,75.69888339994941,None,None,0,,75.69888339994941,None,77.7563820599811,None,77.74634299997706,78.05584299995098,77.74634299997706,78.05584299995098,1,1,2021_Jan_31_1755,Prep_vs_Init,2020.1.3,60.00308416803998,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,26,0,26,0,,,,,,,,,,,,,,,,,78.21262150001712,None,media/djnb.png,0,0,Symb,h,CR,1,0,16,1,0,1,99,1,a,99,8,1,78.43865529994946,None,78.43865529994946,None,None,0,,78.43865529994946,None,80.47237982002552,None,80.4710762000177,80.77262289996725,80.4710762000177,80.77262289996725,1,1,2021_Jan_31_1755,Prep_vs_Init,2020.1.3,60.00308416803998,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,27,0,27,0,,,,,,,,,,,,,,,,,80.95343120000325,None,media/dinb.png,2,2,Symb,i,CR,1,0,17,1,0,1,99,1,a,99,8,1,81.15884769998956,83.15659819997381,81.15884769998956,None,None,0,,81.15884769998956,None,83.22297555997501,None,83.2126323999837,83.52272759994958,83.2126323999837,83.52272759994958,1,1,2021_Jan_31_1755,Prep_vs_Init,2020.1.3,60.00308416803998,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,28,0,28,0,,,,,,,,,,,,,,,,,83.67308189999312,None,media/dcnb.png,5,1,Symb,u,CR,1,0,18,1,0,1,99,1,i,0.8283083999995142,2,0,83.87331819999963,None,83.87331819999963,None,i,0,0.8283083999995142,83.87331819999963,None,84.75565631997306,None,84.75359380000737,None,84.75359380000737,None,1,1,2021_Jan_31_1755,Prep_vs_Init,2020.1.3,60.00308416803998,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,29,0,29,0,,,,,,,,,,,,,,,,,85.79677759995684,None,media/dcnb.png,5,1,Symb,u,CR,1,1,18,1,0,1,99,1,h,0.039704700000584126,0,0,86.02179419994354,None,86.02179419994354,None,h,0,0.039704700000584126,86.02179419994354,None,86.12244691997766,None,86.12416130001657,None,86.12416130001657,None,1,1,2021_Jan_31_1755,Prep_vs_Init,2020.1.3,60.00308416803998,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,30,0,30,0,,,,,,,,,,,,,,,,,87.1772480000509,None,media/dcnb.png,5,1,Symb,u,CR,1,2,18,1,0,1,99,1,u,0.05452539992984384,1,0,87.39113809994888,None,87.39113809994888,None,u,1,0.05452539992984384,87.39113809994888,None,87.50580352004617,None,87.50937330001034,None,87.50937330001034,None,1,1,2021_Jan_31_1755,Prep_vs_Init,2020.1.3,60.00308416803998,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,31,0,31,0,,,,,,,,,,,,,,,,,88.55932170001324,None,media/dcnb.png,5,1,Symb,u,CR,1,3,18,1,0,1,99,1,l,0.08806490001734346,3,0,88.78156190004665,None,88.78156190004665,None,l,0,0.08806490001734346,88.78156190004665,None,88.92289671995677,None,88.9288055000361,None,88.9288055000361,None,1,1,2021_Jan_31_1755,Prep_vs_Init,2020.1.3,60.00308416803998,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,32,0,32,0,,,,,,,,,,,,,,,,,89.95976710005198,None,media/dcnb.png,5,1,Symb,u,CR,1,4,18,1,0,1,99,1,a,99,8,1,90.18988499999978,None,90.18988499999978,None,None,0,,90.18988499999978,None,92.22231451999396,None,92.21187120000832,92.52272300003096,92.21187120000832,92.52272300003096,1,1,2021_Jan_31_1755,Prep_vs_Init,2020.1.3,60.00308416803998,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,33,0,33,0,,,,,,,,,,,,,,,,,92.68140670005232,None,media/ddnb.png,4,0,Symb,h,CR,1,0,19,1,0,1,99,1,a,99,8,0,92.90481269999873,94.89043549995404,92.90481269999873,None,None,0,,92.90481269999873,None,94.95681285995524,None,94.96037029998843,None,94.96037029998843,None,1,1,2021_Jan_31_1755,Prep_vs_Init,2020.1.3,60.00308416803998,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,34,0,34,0,,,,,,,,,,,,,,,,,96.00852829997893,None,media/ddnb.png,4,0,Symb,h,CR,1,1,19,1,0,1,99,1,u,1.910720199928619,1,0,96.23144240002148,None,96.23144240002148,None,u,0,1.910720199928619,96.23144240002148,None,98.19064492005855,None,98.19084179995116,None,98.19084179995116,None,1,1,2021_Jan_31_1755,Prep_vs_Init,2020.1.3,60.00308416803998,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,35,0,35,0,,,,,,,,,,,,,,,,,99.24999160005245,None,media/ddnb.png,4,0,Symb,h,CR,1,2,19,1,0,1,99,1,h,0.30041450005955994,0,1,99.47397880000062,None,99.47397880000062,None,h,1,0.30041450005955994,99.47397880000062,None,99.82315441996325,None,99.82407740002964,100.12286180001684,99.82407740002964,100.12286180001684,1,1,2021_Jan_31_1755,Prep_vs_Init,2020.1.3,60.00308416803998,
